Player,Pos,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,2P%,eFG%,FT%,Season,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Mike Bantom,SF,30,PHI,43,22.8,8.8,5.3,1.1,0.6,0.9,1.5,0.51,0.333,0.512,0.511,0.588,1981-1982,12.7,0.533,17.9,0.6,1.3,1.9,0.092,-1.7,-0.4,-2.1,0.0
Billy Ray Bates,SG,25,POR,75,16.4,11.1,1.4,1.5,0.5,0.1,1.2,0.473,0.293,0.484,0.481,0.787,1981-1982,17.8,0.53,29.4,1.8,0.6,2.4,0.094,1.5,-2.0,-0.5,0.5
Kent Benson,C,27,DET,75,32.9,12.5,8.7,2.1,0.9,1.3,2.1,0.505,0.273,0.508,0.507,0.804,1981-1982,14.4,0.539,16.3,2.2,3.0,5.2,0.101,0.0,0.4,0.4,1.5
Larry Bird*,PF,25,BOS,77,38.0,22.9,10.9,5.8,1.9,0.9,3.3,0.503,0.212,0.514,0.507,0.863,1981-1982,22.6,0.557,25.2,6.8,5.7,12.5,0.205,4.4,2.3,6.6,6.4
Otis Birdsong,SG,26,NJN,37,27.7,14.2,2.6,3.4,0.8,0.1,1.7,0.469,0.0,0.479,0.469,0.583,1981-1982,13.3,0.489,23.4,0.5,1.1,1.6,0.074,-0.5,-0.7,-1.2,0.2
Rolando Blackman,SG,22,DAL,82,24.1,13.3,3.1,1.3,0.6,0.4,1.4,0.513,,0.515,0.514,0.768,1981-1982,16.2,0.559,22.7,3.2,0.8,4.1,0.098,1.8,-1.6,0.2,1.1
Mike Bratz,PG,26,SAS,81,20.0,7.7,2.0,5.4,0.8,0.1,1.7,0.407,0.333,0.431,0.448,0.783,1981-1982,14.2,0.495,19.0,1.5,1.2,2.7,0.081,0.6,-1.0,-0.3,0.7
Ron Brewer,SG,26,TOT,72,32.2,18.8,2.2,2.6,1.1,0.4,1.7,0.477,0.258,0.482,0.48,0.812,1981-1982,15.9,0.519,25.2,2.6,0.7,3.3,0.068,0.8,-1.1,-0.2,1.0
Ron Brewer,SG,26,SAS,25,23.8,17.8,2.0,2.7,0.9,0.3,1.4,0.504,0.3,0.51,0.508,0.875,1981-1982,21.5,0.555,29.0,1.5,0.4,2.0,0.158,3.8,-0.5,3.3,0.8
Ron Brewer,SG,26,CLE,47,36.7,19.4,2.4,2.6,1.3,0.5,1.9,0.465,0.238,0.47,0.468,0.779,1981-1982,14.0,0.502,23.9,1.0,0.3,1.3,0.037,-0.2,-1.2,-1.4,0.2
Junior Bridgeman,SF,28,MIL,41,22.5,12.5,3.0,2.7,0.7,0.1,1.6,0.483,0.444,0.483,0.487,0.864,1981-1982,16.0,0.534,24.1,1.4,1.2,2.6,0.136,0.7,-0.5,0.3,0.5
Allan Bristow,SF,30,DAL,82,24.8,7.0,4.1,5.5,0.8,0.1,2.0,0.437,0.167,0.447,0.44,0.817,1981-1982,12.6,0.502,14.9,1.3,1.2,2.5,0.059,-0.3,-0.2,-0.5,0.8
Jim Brogan,SG,23,SDC,63,16.3,6.3,1.9,2.5,0.8,0.2,1.3,0.453,0.281,0.47,0.466,0.726,1981-1982,13.0,0.499,19.2,0.6,0.2,0.8,0.035,-0.2,-0.8,-1.0,0.3
Michael Brooks,SF,23,SDC,82,33.5,15.6,7.6,2.9,1.4,0.5,2.4,0.504,0.0,0.507,0.504,0.757,1981-1982,16.1,0.539,20.4,3.4,1.2,4.5,0.079,1.0,-0.7,0.2,1.5
Fred Brown,SG,33,SEA,82,21.8,11.2,1.7,2.9,0.8,0.0,1.2,0.455,0.325,0.468,0.47,0.86,1981-1982,15.2,0.501,23.6,1.7,2.2,3.9,0.104,0.3,-0.2,0.1,0.9
Rickey Brown,C,23,GSW,82,15.4,5.7,4.4,0.2,0.4,0.4,1.0,0.459,,0.459,0.459,0.705,1981-1982,11.2,0.498,17.8,0.4,1.4,1.8,0.068,-3.5,-1.0,-4.6,-0.8
Joe Bryant,SF,27,SDC,75,26.5,11.8,3.7,2.5,1.0,0.4,2.4,0.486,0.267,0.496,0.492,0.785,1981-1982,12.8,0.546,20.3,1.0,0.5,1.5,0.036,-1.0,-0.9,-2.0,0.0
Quinn Buckner,PG,27,MIL,70,30.8,12.9,3.6,4.7,2.5,0.0,2.6,0.482,0.267,0.486,0.484,0.655,1981-1982,14.4,0.506,20.5,0.7,3.9,4.6,0.103,-1.2,2.1,0.9,1.6
Don Buse,PG,31,IND,82,30.8,9.7,2.7,5.0,2.0,0.3,1.2,0.455,0.386,0.482,0.509,0.813,1981-1982,14.8,0.539,13.7,3.7,3.4,7.1,0.135,0.3,2.3,2.6,2.9
Kenny Carr,PF,26,TOT,74,26.0,12.1,7.2,1.2,0.9,0.3,2.1,0.503,0.1,0.509,0.504,0.656,1981-1982,14.7,0.543,20.6,1.3,1.6,2.9,0.073,-1.0,-0.8,-1.9,0.1
Kenny Carr,PF,26,CLE,46,32.2,15.0,8.6,1.4,1.3,0.3,2.4,0.517,0.111,0.524,0.518,0.659,1981-1982,15.3,0.554,20.4,1.1,1.2,2.3,0.075,-0.6,-0.6,-1.2,0.3
Kenny Carr,PF,26,DET,28,15.9,7.4,4.9,0.8,0.2,0.2,1.4,0.458,,0.461,0.458,0.646,1981-1982,12.7,0.507,21.5,0.1,0.4,0.6,0.063,-2.4,-1.7,-4.1,-0.2
M.L. Carr,SF,31,BOS,56,23.1,8.1,2.7,2.3,1.2,0.4,1.1,0.45,0.294,0.457,0.456,0.707,1981-1982,11.9,0.495,16.2,1.0,1.8,2.8,0.103,-1.2,1.8,0.5,0.8
Joe Barry Carroll,C,23,GSW,76,34.6,17.0,8.3,0.8,0.8,1.7,2.7,0.519,,0.519,0.519,0.728,1981-1982,15.9,0.557,20.9,2.6,2.9,5.5,0.1,-0.4,-0.4,-0.8,0.8
Bill Cartwright,C,24,NYK,72,28.6,14.4,5.8,1.2,0.7,0.9,2.3,0.562,,0.562,0.562,0.763,1981-1982,16.3,0.616,20.2,3.2,1.8,5.0,0.116,0.4,-0.4,0.0,1.1
Harvey Catchings,PF,30,MIL,80,20.0,2.9,4.5,1.2,0.5,1.7,1.2,0.42,,0.42,0.42,0.594,1981-1982,8.1,0.45,8.9,-0.6,3.0,2.3,0.07,-3.2,2.8,-0.4,0.6
Tom Chambers,PF,22,SDC,81,33.1,17.2,6.9,1.8,0.7,0.6,2.7,0.525,,0.526,0.525,0.62,1981-1982,15.0,0.553,22.4,2.9,0.4,3.3,0.059,-0.2,-2.0,-2.2,-0.1
Maurice Cheeks*,PG,25,PHI,79,31.6,11.2,3.1,8.4,2.6,0.4,2.3,0.521,0.273,0.529,0.525,0.777,1981-1982,18.3,0.57,16.0,4.6,4.0,8.6,0.166,1.8,2.4,4.2,3.9
Don Collins,SG,23,WSB,79,20.4,10.0,2.5,1.9,1.1,0.3,1.7,0.511,0.083,0.52,0.512,0.716,1981-1982,15.1,0.543,22.4,0.9,2.5,3.4,0.101,-0.3,1.6,1.3,1.3
Darwin Cook,PG,23,NJN,82,25.5,11.0,1.9,3.9,1.8,0.3,2.1,0.482,0.226,0.492,0.486,0.728,1981-1982,13.7,0.514,20.0,0.7,3.2,3.9,0.089,-0.9,1.6,0.7,1.4
Jeff Cook,PF,25,PHO,76,17.1,5.1,4.0,1.3,0.5,0.3,1.1,0.422,,0.424,0.422,0.664,1981-1982,10.2,0.469,15.8,0.0,2.0,2.0,0.073,-2.7,0.2,-2.5,-0.2
Michael Cooper,SG,25,LAL,76,28.9,11.9,3.5,3.0,1.6,0.8,2.0,0.517,0.118,0.526,0.518,0.813,1981-1982,14.3,0.556,17.5,2.4,2.6,5.0,0.109,-0.3,1.2,0.9,1.6
Wayne Cooper,C,25,DAL,76,23.9,9.0,7.2,1.5,0.5,1.4,1.2,0.42,0.125,0.424,0.421,0.744,1981-1982,13.8,0.461,18.7,0.9,1.9,2.9,0.076,-1.8,-0.2,-2.0,0.0
Dave Corzine,C,25,SAS,82,26.7,10.1,7.7,1.6,0.4,1.5,1.7,0.519,,0.52,0.519,0.746,1981-1982,14.9,0.561,16.0,2.6,2.5,5.2,0.113,-0.1,0.2,0.1,1.1
Charlie Criss,PG,33,TOT,55,25.3,10.8,1.5,3.4,0.8,0.1,1.5,0.446,0.345,0.452,0.456,0.887,1981-1982,13.3,0.524,19.5,1.6,0.4,2.1,0.072,-0.2,-1.1,-1.3,0.2
Charlie Criss,PG,33,ATL,27,20.4,8.7,1.4,2.8,0.9,0.1,1.1,0.4,0.25,0.406,0.405,0.89,1981-1982,13.6,0.485,21.4,0.4,0.6,1.0,0.089,-0.8,0.3,-0.5,0.2
Charlie Criss,PG,33,SDC,28,30.0,12.9,1.6,4.0,0.8,0.1,1.9,0.479,0.381,0.487,0.493,0.884,1981-1982,13.1,0.552,18.3,1.2,-0.2,1.1,0.061,0.2,-2.1,-1.8,0.0
Adrian Dantley*,SF,26,UTA,81,39.8,30.3,6.3,4.0,1.2,0.2,3.7,0.57,,0.57,0.57,0.792,1981-1982,24.2,0.631,27.9,11.9,0.7,12.6,0.187,5.8,-1.7,4.1,5.0
Brad Davis,PG,26,DAL,82,31.9,12.1,2.8,6.2,0.9,0.1,1.9,0.515,0.286,0.53,0.524,0.804,1981-1982,14.5,0.569,16.2,4.4,1.0,5.4,0.1,0.6,-0.8,-0.2,1.2
Johnny Davis,SG,26,IND,82,32.5,17.0,2.2,4.2,0.9,0.1,2.3,0.467,0.185,0.473,0.469,0.799,1981-1982,15.2,0.526,23.7,3.0,2.1,5.1,0.091,0.6,-1.1,-0.6,1.0
Walter Davis,SF,27,PHO,55,21.5,14.4,1.9,2.9,0.8,0.1,2.0,0.523,0.188,0.531,0.525,0.82,1981-1982,18.3,0.553,29.0,1.2,1.4,2.7,0.109,1.4,-0.6,0.8,0.8
Darryl Dawkins,C,25,PHI,48,23.4,11.0,6.4,1.1,0.4,1.1,2.0,0.564,,0.567,0.564,0.695,1981-1982,15.0,0.601,19.8,1.1,1.8,2.9,0.122,-2.0,0.4,-1.6,0.1
Kenny Dennard,PF,23,KCK,30,20.2,5.0,4.4,1.4,1.2,0.3,1.2,0.512,,0.512,0.512,0.65,1981-1982,11.1,0.541,11.7,0.3,0.8,1.1,0.084,-1.6,1.6,0.0,0.3
James Donaldson,C,24,SEA,82,20.9,8.1,6.0,0.6,0.3,1.7,1.4,0.609,,0.609,0.609,0.629,1981-1982,16.0,0.63,15.5,2.2,3.4,5.6,0.156,-0.5,1.7,1.2,1.4
John Douglas,SG,25,SDC,64,16.1,7.0,1.4,2.3,0.8,0.1,1.4,0.465,0.305,0.494,0.488,0.657,1981-1982,12.1,0.515,20.8,0.3,0.2,0.5,0.022,-1.5,-1.1,-2.5,-0.1
Leon Douglas,C,27,KCK,63,17.3,2.7,4.6,0.6,0.2,0.6,0.9,0.5,,0.5,0.5,0.4,1981-1982,6.5,0.491,8.6,-0.1,1.1,1.0,0.044,-4.2,0.0,-4.2,-0.6
John Drew,SF,27,ATL,70,29.1,18.5,5.4,1.4,0.9,0.0,2.5,0.486,0.333,0.488,0.488,0.741,1981-1982,18.1,0.553,28.7,3.2,2.4,5.5,0.13,1.4,-1.1,0.3,1.2
Larry Drew,PG,23,KCK,81,24.4,10.8,1.8,5.2,1.4,0.0,2.1,0.473,0.296,0.479,0.478,0.794,1981-1982,15.3,0.52,21.0,1.3,1.7,3.0,0.074,0.4,-0.3,0.1,1.0
Mike Dunleavy,SG,27,HOU,70,18.8,7.4,1.5,3.2,0.6,0.0,1.1,0.458,0.384,0.475,0.494,0.708,1981-1982,13.2,0.524,17.9,1.8,0.7,2.6,0.093,-0.5,-0.5,-1.0,0.3
T.R. Dunn,SG,26,DEN,82,30.7,8.2,6.8,2.3,1.6,0.4,1.5,0.512,,0.513,0.512,0.712,1981-1982,12.1,0.559,10.9,2.9,1.1,4.0,0.076,0.7,-0.1,0.6,1.7
James Edwards,C,26,CLE,77,33.0,16.7,7.5,1.6,0.3,1.5,2.1,0.511,0.0,0.513,0.511,0.684,1981-1982,15.8,0.545,21.8,3.0,1.3,4.3,0.08,-0.4,-0.8,-1.2,0.5
Len Elmore,C,29,NJN,81,25.9,9.1,5.4,1.2,1.1,1.1,1.7,0.46,,0.46,0.46,0.794,1981-1982,11.8,0.506,16.4,0.5,3.6,4.1,0.094,-2.2,1.4,-0.8,0.6
Alex English*,SF,28,DEN,82,36.8,25.4,6.8,5.3,1.1,1.5,3.2,0.551,0.0,0.553,0.551,0.84,1981-1982,22.2,0.596,25.3,8.9,0.6,9.5,0.152,4.9,-1.1,3.8,4.4
Julius Erving*,SF,31,PHI,81,34.4,24.4,6.9,3.9,2.0,1.7,2.6,0.546,0.273,0.548,0.547,0.763,1981-1982,25.9,0.593,28.1,8.7,4.6,13.3,0.229,6.0,1.7,7.7,6.8
Chris Ford,SG,33,BOS,76,20.9,5.7,1.4,1.9,0.6,0.1,0.7,0.418,0.317,0.434,0.44,0.696,1981-1982,7.8,0.458,13.3,0.7,1.4,2.1,0.063,-2.2,0.2,-2.0,0.0
Phil Ford,PG,25,KCK,72,27.1,9.9,1.5,6.3,0.9,0.0,2.7,0.439,0.219,0.451,0.445,0.819,1981-1982,11.4,0.494,19.2,-0.2,1.1,0.9,0.021,-1.0,-2.0,-3.0,-0.5
World B. Free,SG,28,GSW,78,35.8,22.9,3.2,5.4,0.9,0.1,2.7,0.448,0.179,0.458,0.451,0.74,1981-1982,18.2,0.515,28.0,5.6,1.3,6.9,0.118,2.4,-1.9,0.5,1.8
Mike Gale,PG,31,GSW,75,23.9,5.6,2.5,3.5,1.6,0.4,1.7,0.496,0.0,0.503,0.496,0.785,1981-1982,10.9,0.524,11.9,0.3,2.1,2.4,0.063,-2.0,2.3,0.4,1.1
Calvin Garrett,SF,25,HOU,51,16.8,4.5,1.8,1.5,0.6,0.1,0.7,0.434,0.3,0.44,0.44,0.654,1981-1982,8.4,0.454,13.9,0.0,0.6,0.6,0.035,-3.3,0.4,-3.0,-0.2
George Gervin*,SG,29,SAS,79,35.7,32.3,5.0,2.4,1.0,0.6,2.7,0.5,0.278,0.504,0.502,0.864,1981-1982,24.2,0.562,35.0,8.7,2.0,10.7,0.182,5.4,-1.5,3.9,4.2
Artis Gilmore*,C,32,CHI,82,34.1,18.5,10.2,1.7,0.6,2.7,2.8,0.652,,0.652,0.653,0.768,1981-1982,22.4,0.702,19.6,8.3,3.8,12.1,0.208,3.0,1.3,4.3,4.4
Mike Glenn,SG,26,ATL,49,17.0,7.7,1.2,1.8,0.5,0.1,0.6,0.543,,0.543,0.545,0.881,1981-1982,16.0,0.587,18.1,2.0,0.8,2.8,0.161,0.7,0.9,1.6,0.8
Glen Gondrezick,SF,26,DEN,80,21.2,8.3,5.3,1.9,1.2,0.5,1.3,0.505,,0.508,0.505,0.737,1981-1982,14.9,0.559,15.4,2.6,1.0,3.6,0.102,0.5,0.0,0.4,1.0
Rickey Green,PG,27,UTA,81,34.8,14.8,3.0,7.8,2.3,0.1,2.4,0.493,0.0,0.497,0.493,0.765,1981-1982,17.4,0.531,18.8,4.3,1.4,5.7,0.096,1.8,-0.3,1.4,2.4
Dave Greenwood,PF,24,CHI,82,35.5,14.6,9.6,3.2,0.9,1.1,2.2,0.473,,0.475,0.473,0.825,1981-1982,15.5,0.525,19.0,3.2,3.2,6.5,0.107,0.1,0.5,0.6,1.9
Kevin Grevey,SG,28,WSB,71,30.5,13.3,2.7,2.1,0.6,0.3,1.4,0.439,0.341,0.449,0.455,0.855,1981-1982,11.7,0.502,20.1,1.2,2.4,3.6,0.08,-1.1,-0.1,-1.2,0.4
Paul Griffin,PF,28,SAS,23,20.0,3.8,4.1,2.3,0.9,0.3,1.7,0.485,,0.485,0.485,0.649,1981-1982,8.5,0.535,10.6,-0.1,0.5,0.4,0.04,-2.9,1.4,-1.5,0.1
Darrell Griffith,SG,23,UTA,80,32.5,19.8,3.8,2.3,1.2,0.4,2.4,0.482,0.288,0.489,0.487,0.697,1981-1982,15.8,0.511,26.8,1.4,0.7,2.1,0.038,0.2,-2.1,-1.9,0.0
Bob Gross,SF,28,POR,59,23.3,7.2,4.4,2.1,1.3,0.7,1.5,0.537,0.5,0.538,0.542,0.75,1981-1982,13.8,0.581,13.6,1.5,1.6,3.1,0.108,0.3,1.5,1.8,1.3
Ernie Grunfeld,SG,26,KCK,81,23.4,12.7,2.2,3.4,0.9,0.5,1.8,0.511,0.143,0.517,0.512,0.821,1981-1982,17.2,0.558,23.1,2.8,1.5,4.3,0.11,1.7,0.0,1.7,1.8
Bill Hanzlik,SF,24,SEA,81,24.4,5.8,3.3,2.3,1.0,0.4,1.3,0.468,,0.473,0.468,0.784,1981-1982,9.6,0.543,11.3,1.3,2.9,4.1,0.1,-2.4,1.7,-0.6,0.7
James Hardy,SF,25,UTA,82,22.1,5.1,5.7,1.3,0.7,0.8,1.0,0.485,,0.486,0.485,0.688,1981-1982,11.4,0.515,10.8,1.2,1.3,2.5,0.066,-0.9,0.2,-0.7,0.6
Mike Harper,PF,24,POR,68,21.1,6.8,5.0,0.8,0.8,1.2,1.4,0.497,,0.499,0.497,0.627,1981-1982,12.2,0.531,15.2,0.6,1.8,2.4,0.08,-2.4,0.7,-1.7,0.1
Steve Hawes,PF,31,ATL,49,26.9,9.3,6.5,2.9,0.7,0.7,1.8,0.481,0.4,0.483,0.486,0.762,1981-1982,14.5,0.536,16.9,1.2,2.1,3.2,0.118,0.2,1.6,1.8,1.3
Elvin Hayes*,PF,36,HOU,82,37.0,16.1,9.1,1.8,0.8,1.3,2.5,0.472,0.0,0.474,0.472,0.664,1981-1982,14.4,0.513,20.2,2.3,2.9,5.1,0.081,-0.6,-0.7,-1.4,0.5
Steve Hayes,C,26,DET,26,15.8,4.5,3.8,0.9,0.1,0.7,0.7,0.495,,0.495,0.495,0.61,1981-1982,10.9,0.527,12.1,0.4,0.4,0.8,0.091,-1.6,0.3,-1.2,0.1
Spencer Haywood*,PF,32,WSB,76,27.4,13.3,5.6,0.8,0.6,0.9,2.3,0.476,,0.478,0.476,0.842,1981-1982,13.2,0.535,22.4,0.4,3.2,3.6,0.083,-1.9,0.1,-1.8,0.1
Gerald Henderson,PG,26,BOS,82,22.5,10.2,1.9,3.1,1.0,0.1,1.8,0.501,0.167,0.506,0.502,0.727,1981-1982,13.2,0.534,20.2,1.4,2.2,3.6,0.094,-1.1,0.5,-0.6,0.6
Tom Henderson,SG,30,HOU,75,22.9,6.3,1.8,4.1,0.7,0.1,1.4,0.454,,0.456,0.454,0.7,1981-1982,11.0,0.502,13.7,1.2,0.9,2.1,0.059,-1.4,-0.4,-1.9,0.1
Kenny Higgs,PG,27,DEN,76,22.3,7.5,1.9,5.2,0.9,0.1,2.1,0.432,0.19,0.443,0.436,0.817,1981-1982,10.8,0.513,15.9,0.9,0.1,1.0,0.028,-2.1,-1.8,-3.9,-0.8
Armond Hill,PG,28,TOT,40,18.1,3.6,1.3,2.7,0.5,0.1,1.7,0.421,0.0,0.427,0.421,0.709,1981-1982,5.5,0.483,12.2,-0.6,0.2,-0.4,-0.024,-4.2,-1.1,-5.3,-0.6
Lionel Hollins,PG,28,PHI,81,27.9,11.0,2.3,3.9,1.3,0.2,1.8,0.477,0.125,0.484,0.478,0.702,1981-1982,12.5,0.508,18.9,0.9,2.5,3.4,0.072,-1.5,0.1,-1.4,0.3
Cedrick Hordges,PF,25,DEN,77,17.8,6.8,5.1,0.8,0.3,0.2,1.4,0.493,0.231,0.501,0.496,0.583,1981-1982,10.4,0.525,17.0,0.3,0.5,0.7,0.026,-2.8,-2.2,-5.0,-1.0
Phil Hubbard,SF,25,TOT,83,22.2,10.2,5.7,1.1,0.8,0.2,1.9,0.49,,0.493,0.49,0.682,1981-1982,13.4,0.535,20.6,0.9,1.7,2.6,0.069,-1.9,-0.8,-2.7,-0.3
Phil Hubbard,SF,25,DET,52,21.2,10.0,5.2,1.3,0.7,0.3,1.9,0.505,0.0,0.509,0.505,0.65,1981-1982,13.5,0.54,20.5,0.6,1.2,1.8,0.08,-1.8,-0.4,-2.1,0.0
Phil Hubbard,SF,25,CLE,31,23.7,10.4,6.5,0.8,0.9,0.1,2.0,0.467,,0.469,0.467,0.726,1981-1982,13.3,0.527,20.7,0.3,0.5,0.8,0.052,-2.1,-1.6,-3.7,-0.3
Geoff Huston,PG,24,CLE,78,30.9,10.3,1.9,7.6,0.9,0.1,2.2,0.484,0.3,0.486,0.486,0.765,1981-1982,14.0,0.53,15.9,2.9,0.1,3.0,0.06,0.9,-1.9,-0.9,0.7
Dan Issel*,C,33,DEN,81,30.5,22.9,7.5,2.2,0.8,0.7,2.1,0.527,0.667,0.526,0.528,0.834,1981-1982,23.1,0.608,26.0,9.0,0.8,9.8,0.19,4.0,-1.8,2.2,2.6
Clemon Johnson,C,25,IND,79,25.1,9.5,7.2,1.6,0.8,1.4,1.7,0.487,,0.487,0.487,0.651,1981-1982,15.0,0.516,18.2,0.7,3.4,4.0,0.098,-1.3,1.2,-0.1,0.9
Dennis Johnson*,SG,27,PHO,80,36.7,19.5,5.1,4.6,1.3,0.7,2.9,0.47,0.19,0.48,0.473,0.806,1981-1982,16.7,0.54,23.6,4.1,4.0,8.1,0.132,1.2,0.1,1.3,2.5
Eddie Johnson,SG,26,ATL,68,34.0,17.8,2.8,5.3,1.5,0.2,2.7,0.45,0.233,0.457,0.454,0.764,1981-1982,16.5,0.513,25.6,2.2,2.6,4.8,0.1,1.2,0.0,1.2,1.9
Eddie Johnson,SF,22,KCK,74,20.5,9.3,4.4,1.5,0.7,0.2,1.3,0.459,0.091,0.465,0.46,0.664,1981-1982,13.1,0.487,21.7,0.3,1.4,1.8,0.056,-1.4,-0.9,-2.4,-0.1
Frank Johnson,PG,23,WSB,79,25.7,10.7,1.9,4.8,1.0,0.1,2.0,0.414,0.215,0.435,0.424,0.75,1981-1982,12.0,0.467,21.9,-0.5,2.5,2.1,0.049,-1.6,-0.2,-1.8,0.1
George Johnson,C,33,SAS,75,21.0,3.0,6.1,1.1,0.3,3.1,1.2,0.467,,0.467,0.467,0.672,1981-1982,10.6,0.504,7.9,-0.1,2.6,2.5,0.076,-3.1,3.5,0.4,1.0
Magic Johnson*,SG,22,LAL,78,38.3,18.6,9.6,9.5,2.7,0.4,3.7,0.537,0.207,0.546,0.54,0.76,1981-1982,22.9,0.59,20.1,8.1,4.8,12.9,0.207,4.9,2.3,7.2,7.0
Marques Johnson,SF,25,MIL,60,31.7,16.5,6.1,3.6,1.0,0.6,2.4,0.532,0.0,0.534,0.532,0.7,1981-1982,18.0,0.566,22.1,3.5,2.7,6.2,0.158,2.9,0.0,2.9,2.3
Mickey Johnson,PF,29,MIL,76,25.4,12.9,6.0,2.8,0.9,0.6,2.5,0.491,0.143,0.495,0.492,0.801,1981-1982,16.4,0.553,22.9,2.1,3.4,5.5,0.136,0.3,0.9,1.2,1.6
Reggie Johnson,PF,24,TOT,75,25.4,10.9,6.0,1.0,0.4,0.8,1.3,0.53,,0.531,0.53,0.756,1981-1982,14.2,0.561,17.7,2.3,1.6,3.9,0.099,-0.8,-0.6,-1.4,0.3
Reggie Johnson,PF,24,SAS,21,24.0,10.5,6.5,1.0,0.3,0.8,1.2,0.485,,0.485,0.485,0.8,1981-1982,13.7,0.52,18.8,0.5,0.5,1.0,0.095,-1.3,-1.1,-2.4,0.0
Reggie Johnson,PF,24,CLE,23,26.8,9.7,5.4,1.0,0.3,0.7,1.0,0.537,,0.537,0.537,0.795,1981-1982,12.7,0.574,14.6,0.9,0.2,1.1,0.085,-0.8,-0.9,-1.7,0.0
Reggie Johnson,PF,24,KCK,31,25.3,12.2,6.1,1.0,0.6,0.9,1.6,0.556,,0.558,0.556,0.708,1981-1982,15.7,0.581,19.5,0.9,0.9,1.8,0.113,-0.6,0.0,-0.6,0.3
Steve Johnson,C,24,KCK,78,22.3,12.8,5.9,1.2,0.5,1.1,2.5,0.613,,0.613,0.613,0.642,1981-1982,17.6,0.635,23.1,2.2,2.2,4.4,0.121,-1.1,0.5,-0.7,0.6
Vinnie Johnson,SG,25,TOT,74,17.5,7.4,2.1,2.3,0.8,0.3,1.3,0.489,0.25,0.495,0.492,0.754,1981-1982,14.5,0.537,18.2,1.5,1.2,2.7,0.098,0.7,0.3,1.0,1.0
Vinnie Johnson,SG,25,DET,67,17.8,7.7,2.1,2.4,0.7,0.3,1.4,0.493,0.273,0.499,0.496,0.754,1981-1982,14.7,0.539,18.7,1.4,1.0,2.4,0.097,1.0,0.2,1.2,0.9
Bobby Jones*,PF,30,PHI,76,28.7,14.4,5.2,2.5,1.3,1.5,1.9,0.564,,0.567,0.564,0.79,1981-1982,19.3,0.62,19.6,4.8,3.4,8.2,0.181,2.4,1.7,4.1,3.3
Caldwell Jones,C,31,PHI,81,30.2,7.9,8.7,1.2,0.5,1.8,1.9,0.497,,0.5,0.497,0.817,1981-1982,11.3,0.571,12.2,1.1,4.1,5.2,0.102,-2.1,1.0,-1.1,0.5
